date,title,trail_text,source,section,url,query,sentiment_text,news_vader_compound,news_vader_pos,news_vader_neu,news_vader_neg,news_sentiment_label
2024-04-02,Ten lawyers tell court Lehrmann may have leaked confidential material to Spotlight program – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/apr/02/australia-news-live-storm-victoria-labor-diagnosis-autism-weather-rain-house-prices-politics-nsw-qld-aukus-albanese-flooding-easter,"""Commonwealth Bank""",Ten lawyers tell court Lehrmann may have leaked confidential material to Spotlight program – as it happened This blog is now closed.,-0.3182,0.0,0.901,0.099,negative
2024-04-02,Zomi Frankcom’s family say Australian aid worker killed in Israeli airstrike was ‘doing the work she loves’,PM Anthony Albanese describes 43-year-old’s death as ‘completely unacceptable’ as tributes flow for World Central Kitchen worker online,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/apr/02/australian-aid-worker-zomi-frankcom-killed-idf-strike-gaza-world-central-kitchen,"""Commonwealth Bank""",Zomi Frankcom’s family say Australian aid worker killed in Israeli airstrike was ‘doing the work she loves’ PM Anthony Albanese describes 43-year-old’s death as ‘completely unacceptable’ as tributes flow for World Central Kitchen worker online,-0.8555,0.0,0.797,0.203,negative
2024-04-02,Middle East crisis: Israel criticised for strike that killed seven aid workers in Gaza – as it happened,"World Central Kitchen volunteers killed in strike were from the UK, Australia, Poland and Palestine and included a US-Canadian citizen",The Guardian,World news,https://www.theguardian.com/world/live/2024/apr/02/middle-east-crisis-live-updates-israel-gaza-war-today-gaza-foreign-aid-workers-killed-idf-investigation,"""Commonwealth Bank""","Middle East crisis: Israel criticised for strike that killed seven aid workers in Gaza – as it happened World Central Kitchen volunteers killed in strike were from the UK, Australia, Poland and Palestine and included a US-Canadian citizen",-0.9578,0.0,0.629,0.371,negative
2024-04-10,Mini me: Labor’s Julian Hill declares ‘priceless’ 75cm statue of himself gifted by constituent,Disclosures include a custom turntable from Joe Biden and a statue depicting Julian Hill on a gold armchair given by a local supporter,The Guardian,Australia news,https://www.theguardian.com/australia-news/2024/apr/11/weird-and-wonderful-world-of-politicians-gifts-julian-hill,"""Commonwealth Bank""",Mini me: Labor’s Julian Hill declares ‘priceless’ 75cm statue of himself gifted by constituent Disclosures include a custom turntable from Joe Biden and a statue depicting Julian Hill on a gold armchair given by a local supporter,0.2732,0.055,0.945,0.0,positive
2024-05-09,Greens senator applies for court case against One Nation leader to be re-opened – As it happened ,All the day’s news as it unfolded,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/may/09/penny-wong-israel-rafah-labor-gas-strategy-budget-anthony-albanese-peter-dutton-coalition,"""Commonwealth Bank""",Greens senator applies for court case against One Nation leader to be re-opened – As it happened  All the day’s news as it unfolded,0.0,0.0,1.0,0.0,neutral
2024-05-11,"‘A long, slow burn’: more Australian households on the brink as mortgage stress rises",Major banks’ $15bn half-yearly results mask an increasing debt that could leave borrowers forced to sell their homes,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/may/11/a-long-slow-burn-more-australian-households-on-the-brink-as-mortgage-stress-rises,"""Commonwealth Bank""","‘A long, slow burn’: more Australian households on the brink as mortgage stress rises Major banks’ $15bn half-yearly results mask an increasing debt that could leave borrowers forced to sell their homes",-0.8176,0.0,0.747,0.253,negative
2024-05-13,Federal budget to remain in the black with forecast surplus of $9.3bn for 2023-24,Jim Chalmers signals cost-of-living relief for those ‘doing it tough’ – but some question the wisdom of adopting stimulatory measures too soon,The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/may/13/australia-federal-budget-2024-preview-surplus-jim-chalmers-treasurer-cost-of-living,"""Commonwealth Bank""",Federal budget to remain in the black with forecast surplus of $9.3bn for 2023-24 Jim Chalmers signals cost-of-living relief for those ‘doing it tough’ – but some question the wisdom of adopting stimulatory measures too soon,0.7684,0.164,0.836,0.0,positive
2024-05-14,The jailing of David McBride is a dark day for democracy and press freedom in Australia,Does it really make our country a better place to imprison a whistleblower whose actions led to public interest reporting on war crimes in Afghanistan?,The Guardian,Media,https://www.theguardian.com/media/commentisfree/article/2024/may/14/the-jailing-of-david-mcbride-is-a-dark-day-for-democracy-and-press-freedom-in-australia,"""Commonwealth Bank""",The jailing of David McBride is a dark day for democracy and press freedom in Australia Does it really make our country a better place to imprison a whistleblower whose actions led to public interest reporting on war crimes in Afghanistan?,0.7351,0.198,0.725,0.076,positive
2024-05-15,Senator breaks ranks on Gaza – as it happened,This blog is now closed.,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/may/15/federal-budget-2024-live-updates-reaction-australia-jim-chalmers-peter-dutton-politics-latest-news,"""Commonwealth Bank""",Senator breaks ranks on Gaza – as it happened This blog is now closed.,0.0,0.0,1.0,0.0,neutral
2024-05-20,How an Australian debt collection giant dodged its own blacklisting,<strong>Exclusive</strong>: Panthera Finance circumvented an order to cease buying and chasing debts in Victoria by passing on business to a sister company that hounded an autistic child,The Guardian,Australia news,https://www.theguardian.com/news/article/2024/may/21/panthera-finance-blacklisted-victoria-sister-company,"""Commonwealth Bank""",How an Australian debt collection giant dodged its own blacklisting <strong>Exclusive</strong>: Panthera Finance circumvented an order to cease buying and chasing debts in Victoria by passing on business to a sister company that hounded an autistic child,-0.3612,0.0,0.935,0.065,negative
2024-05-23,"Older Australians spending more across the board as young people cut back on essentials, report shows","With inflation, March quarter consumption fell more than 7% for 25- to 29-year-olds, while over-65s spent 11% more on travel compared with last year",The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/may/23/australia-inflation-march-quarter-spending-older-australians,"""Commonwealth Bank""","Older Australians spending more across the board as young people cut back on essentials, report shows With inflation, March quarter consumption fell more than 7% for 25- to 29-year-olds, while over-65s spent 11% more on travel compared with last year",-0.2732,0.0,0.949,0.051,negative
2024-05-23,PM defends response to ICC arrest warrant request – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2024/may/23/australia-politics-live-melbourne-students-pro-palestine-camp-university-australians-repatriated-new-caledonia-icc-arrest-warrent-bhp-suv-renewables,"""Commonwealth Bank""",PM defends response to ICC arrest warrant request – as it happened This blog is now closed,-0.34,0.0,0.87,0.13,negative
2024-06-01,"What cost-of-living crisis? Australians splashing the cash on luxury bags, health clubs and art","While most of the country is being hammered by rising prices of everything from rent to food, the top end is still flush – and spending",The Guardian,Inequality,https://www.theguardian.com/inequality/article/2024/jun/02/what-cost-of-living-crisis-australians-splashing-the-cash-on-luxury-bags-health-clubs-and-art,"""Commonwealth Bank""","What cost-of-living crisis? Australians splashing the cash on luxury bags, health clubs and art While most of the country is being hammered by rising prices of everything from rent to food, the top end is still flush – and spending",-0.5106,0.041,0.866,0.093,negative
2024-06-03,Minimum wage workers in Australia to get a 3.75% pay rise over the next 12 months,"Fair Work Commission lifts minimum wage to $24.10 an hour from July, with the rise outpacing the government’s forecast inflation rate",The Guardian,Australia news,https://www.theguardian.com/australia-news/article/2024/jun/03/australia-minimum-wage-3-75-percent-pay-rise,"""Commonwealth Bank""","Minimum wage workers in Australia to get a 3.75% pay rise over the next 12 months Fair Work Commission lifts minimum wage to $24.10 an hour from July, with the rise outpacing the government’s forecast inflation rate",0.2263,0.059,0.904,0.036,positive
2024-06-07,Even ‘magic’ and ‘miracles’ not beyond Rupert Murdoch as The Australian marks its 60th birthday,"The masthead goes all out to flatter its boss before his arrival, lauding ‘a paper like no other’. Plus: ABC breaches its standards on brumbies reporting",The Guardian,Media,https://www.theguardian.com/media/commentisfree/article/2024/jun/07/even-magic-and-miracles-not-beyond-rupert-murdoch-as-the-australian-marks-its-60th-birthday,"""Commonwealth Bank""","Even ‘magic’ and ‘miracles’ not beyond Rupert Murdoch as The Australian marks its 60th birthday The masthead goes all out to flatter its boss before his arrival, lauding ‘a paper like no other’. Plus: ABC breaches its standards on brumbies reporting",0.1779,0.088,0.862,0.05,positive
2024-06-13,"Australia’s unemployment rate dips to 4% as economy adds 40,000 new jobs",Jobless rate eases as employers shrug off rising costs to keep adding to their workforces,The Guardian,Business,https://www.theguardian.com/business/article/2024/jun/13/australias-unemployment-rate-dips-to-4-as-economy-adds-40000-new-jobs,"""Commonwealth Bank""","Australia’s unemployment rate dips to 4% as economy adds 40,000 new jobs Jobless rate eases as employers shrug off rising costs to keep adding to their workforces",-0.1531,0.076,0.828,0.096,negative
