date,title,trail_text,source,section,url,query
2020-07-20,Business groups welcome Coalition's expansion of Covid-19 loan scheme for small employers,Industry leaders have praised the decision that will allow businesses to access more credit for a longer period of time,The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/jul/20/business-groups-welcome-coalitions-expansion-of-covid-19-loan-scheme-for-small-employers,"""Commonwealth Bank"""
2020-07-31,Safe as houses: hopes high that Australian property can avoid Covid-19 doomsday scenario,"‘It’s the bargain of the century’, says one agent, as ultra-low interest rates, rising savings and government support banish earlier fears of a crash",The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/aug/01/safe-as-houses-hopes-high-that-australian-property-can-avoid-covid-19-doomsday-scenario,"""Commonwealth Bank"""
2020-08-12,Commonwealth Bank reports 11% profit fall but remains optimistic about Covid economic rebound,"CEO Matt Comyn says Australia is well positioned to navigate the coronavirus economic hit, but recovery would take longer than expected",The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/aug/12/commonwealth-bank-reports-11-profit-fall-but-remains-optimistic-about-covid-economic-rebound,"""Commonwealth Bank"""
2020-08-12,Australia records its highest overnight coronavirus death toll as aged care continues to struggle – as it happened,NSW premier Gladys Berejiklian strongly encourages mask-wearing as Victoria’s hotel quarantine system goes under the microscope. This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2020/aug/12/coronavirus-australia-latest-updates-victoria-covid-19-hotel-quarantine-nsw-gladys-berejiklian-new-zealand-tasmania-business-health-economy-live-news,"""Commonwealth Bank"""
2020-08-12,"Morning mail: airline price hikes investigated, Covid commission 'hijacked', the Muslim Game of Thrones","<strong>Thursday</strong>: Consumer watchdog examines claims that carriers are bumping passengers to sell first-class tickets. Plus, James Colley’s 10 funniest things",The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/aug/13/morning-mail-airline-price-hikes-investigated-covid-commission-hijacked-the-muslim-game-of-thrones,"""Commonwealth Bank"""
2020-08-26,Victoria reports 149 new cases and 24 deaths as NSW records six infections – as it happened,Premier Daniel Andrews urges more Victorians to come forward for testing and Queensland reports one new case,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2020/aug/26/australia-coronavirus-live-update-sydney-quarantine-hotel-scott-morrison-qld-health-defence-latest-news,"""Commonwealth Bank"""
2020-08-27,Shane Warne's $1m baggy green finds permanent home next to Bradman,The dog-eared cap worn by the spinning great has landed at its new permanent home after a months-long tour of Australia,The Guardian,Sport,https://www.theguardian.com/sport/2020/aug/27/shane-warnes-1m-baggy-green-finds-permanent-home-next-to-bradman,"""Commonwealth Bank"""
2020-08-28,Adani quietly rebranding Abbot Point terminal as company hit with $107m damages bill,<strong>Exclusive: </strong>Queensland<strong> </strong>supreme court says company engaged in ‘unconscionable conduct’ ,The Guardian,Environment,https://www.theguardian.com/environment/2020/aug/28/adani-quietly-rebranding-abbot-point-terminal-as-company-hit-with-107m-damages-bill,"""Commonwealth Bank"""
2020-08-30,Unemployment spikes and household spending slumps under Victoria's stage 4 restrictions,Josh Frydenberg says Victorians need ‘message of hope’ as federal government urges states to reopen borders<br>,The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/aug/31/unemployment-spikes-and-household-spending-slumps-under-victorias-stage-4-restrictions,"""Commonwealth Bank"""
2020-09-08,"Victorian jobs fell as those in rest of Australia made modest gains, payroll figures reveal","Bureau of Statistics figures come as the prime minister, Scott Morrison, talks down prospect of federal aid for Victoria",The Guardian,Business,https://www.theguardian.com/business/2020/sep/08/victorian-jobs-fell-as-those-in-rest-of-australia-made-modest-gains-payroll-figures-reveal,"""Commonwealth Bank"""
2020-09-12,The pandemic purse: services suffer while Australians spend up on home-cooking and liquor,"Over all Australians are spending less money, but analysts say the post-Covid states show this could quickly change<br>",The Guardian,Business,https://www.theguardian.com/business/2020/sep/13/the-pandemic-purse-services-suffer-while-australians-spend-up-on-home-cooking-and-liquor,"""Commonwealth Bank"""
2020-09-14,Investors that manage US$47tn demand world’s biggest polluters back plan for net-zero emissions,"Climate Action 100+ group put 161 fossil fuel, mining, transport and other big-emitting companies on notice in latest campaign by shareholders ",The Guardian,Environment,https://www.theguardian.com/environment/2020/sep/14/investors-worth-us47tn-demand-worlds-biggest-polluters-back-plan-for-net-zero-emissions,"""Commonwealth Bank"""
2020-09-15,Women are not financially illiterate. They need more than condescending advice,"Structural issues are the real drivers of women’s economic insecurity, but once again it appears to be women that need ‘fixing’<br>",The Guardian,Opinion,https://www.theguardian.com/commentisfree/2020/sep/16/women-are-not-financially-illiterate-they-need-more-than-condescending-advice,"""Commonwealth Bank"""
2020-09-16,New car sales in Australia slump but luxury brands buck trend during coronavirus pandemic,Overall sales have fallen 20% between January and August but Audi sales have actually increased,The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/sep/16/new-car-sales-in-australia-slump-but-luxury-brands-buck-trend-during-coronavirus-pandemic,"""Commonwealth Bank"""
2020-09-23,Crown casino inquiry chair tells CEO money laundering allegations 'extraordinarily troubling',"‘This has reached debacle levels,’ the former judge heading the NSW inquiry tells Ken Barton as he gives evidence",The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/sep/23/crown-casino-inquiry-chair-tells-ceo-money-laundering-allegations-extraordinarily-troubling,"""Commonwealth Bank"""
2020-10-02,John Alexander tells inquiry he doesn’t recall being briefed over $5.6m found in Crown casino cupboard when he was CEO,James Packer lieutenant agreed company’s strident defence to money laundering claims contained some inaccuracies,The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/oct/02/john-alexander-tells-inquiry-he-doesnt-recall-being-briefed-over-56m-found-in-crown-casino-cupboard-when-he-was-ceo,"""Commonwealth Bank"""
2020-10-05,"Under the cover of Covid, Morrison wants to scrap my government's protections against predatory lending",The PM wants to repeal laws my government introduced to protect Australians – and the banks are popping champagne corks,The Guardian,Opinion,https://www.theguardian.com/commentisfree/2020/oct/05/kevin-rudd-under-the-cover-of-covid-morrison-wants-to-scrap-my-governments-predatory-lending-protections,"""Commonwealth Bank"""
2020-10-18,Crown Melbourne casino faces Austrac investigation for potential money laundering breaches,Company faces new threat to licences and prospect of multimillion-dollar fines,The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/oct/19/crown-melbourne-casino-faces-austrac-investigation-for-potential-money-laundering-breaches,"""Commonwealth Bank"""
2020-10-28,It's not about the watches: is Australia Post a commercial operation or a public service?,"Amid the outrage over luxury watches, the broader point of what Australians want from the post office and how can it best be delivered is being ignored",The Guardian,Business,https://www.theguardian.com/business/2020/oct/29/its-not-about-the-watches-is-australia-post-a-commercial-operation-or-a-public-service,"""Commonwealth Bank"""
2020-10-29,Nationals call for ANZ boycott after bank's push for net zero emissions,Bank says it will stop lending to its largest customers unless businesses have carbon transition plans,The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/oct/29/nationals-call-for-anz-boycott-after-banks-push-for-net-zero-emissions,"""Commonwealth Bank"""
2020-11-03,Cash rate cut to new historic low of 0.1% – as it happened,Trade tensions with China escalate; NSW on alert after restaurant worker at Jasmins1 in Liverpool tests positive for Covid. This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2020/nov/03/trade-tensions-china-escalate-nsw-health-victoria-queensland-covid-19-live-news,"""Commonwealth Bank"""
2020-11-04,"NSW-Victoria border to reopen, as China trade fears grow – as it happened","‘We need to keep moving forward as we live with Covid-19,’ Gladys Berejiklian says. This blog is now closed",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2020/nov/04/integrity-commission-queensland-nsw-victoria-live-news,"""Commonwealth Bank"""
2020-11-09,ABC head defends Four Corners 'toxic culture' investigation before Senate estimates – politics live,David Anderson says program’s evidence ‘rock solid’; Asio chief warns of ‘real threat’ from foreign spies; incoming Biden administration vows to sign back up to Paris agreement. Follow all the updates,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2020/nov/09/australian-politics-live-coalition-feels-heat-over-emissions-policy-after-biden-win,"""Commonwealth Bank"""
2020-11-12,Regulator caves to pressure from Australian banks on executive bonuses,Apra had initially wanted a 50% cap on the amount of bonuses that come from financial performance and a delay of seven years in payment ,The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/nov/12/regulator-caves-to-pressure-from-australian-banks-on-executive-bonuses,"""Commonwealth Bank"""
2020-11-14,Suing for climate action: can the courts save us from the black hole of political inaction?,Climate litigator David Barnden had a landmark win this month against a major superannuation fund. He tells Guardian Australia he is just getting started,The Guardian,Australia news,https://www.theguardian.com/australia-news/2020/nov/15/suing-for-climate-action-can-the-courts-save-us-from-the-black-hole-of-political-inaction,"""Commonwealth Bank"""
2020-11-22,UK lab-confirmed cases pass 1.5m – as it happened, This blog is now closed. We’ve launched a new blog at the link below: ,The Guardian,World news,https://www.theguardian.com/world/live/2020/nov/22/coronavirus-live-news-adelaide-emerges-from-lockdown-uk-records-341-more-deaths-g20-vaccine-pledge,"""Commonwealth Bank"""
